business_id,business_age,industry,industry_risk_score,annual_revenue,profit_margin,invoice_payment_behavior,credit_history,past_loan_defaults,loan_repayment_rate,initial_investment,total_assets,total_liabilities,debt_to_equity_ratio,payment_history,amount_owed,length_of_credit_history,new_credit,credit_mix,risk_category
MSME_1321,20,IT Services,5,8110950,6.513866721,46,Average,No,97,NA,48353065,16490945,1.96,60,197307,20,0,3,High
MSME_1322,27,Retail,3,4741355,12.87226896,18,Average,Yes,79,NA,30230470,11672436,0.79,76,983199,6,1,4,Medium
MSME_1323,18,IT Services,5,1522906,15.93852795,26,Good,Yes,55,NA,48235979,28916216,1.83,70,385766,7,0,5,High
MSME_1324,8,Retail,3,2147783,5.180759858,46,Good,Yes,64,NA,16098046,26079349,2.46,91,370254,15,0,1,High
MSME_1325,22,Manufacturing,4,3898331,11.53358773,27,Good,No,76,NA,29722813,8426940,1.37,97,673341,16,1,3,High
MSME_1326,30,AI Startups,8,8353327,18.31906206,6,Good,Yes,89,NA,37556544,11206437,0.52,84,747400,5,4,2,Medium
MSME_1327,10,IT Services,5,4015938,13.72061235,38,Poor,Yes,63,NA,1140772,25460201,0.38,99,522135,14,5,1,High
MSME_1328,28,Retail,3,4956598,23.23823521,36,Poor,Yes,59,NA,7553978,10878155,2.19,80,242127,1,0,4,High
MSME_1329,22,IT Services,5,1962601,28.10363234,32,Good,Yes,52,NA,22088944,19289189,1.5,88,631722,13,3,1,High
MSME_1330,30,Retail,3,7790183,20.52050913,12,Poor,No,65,NA,24018746,6909716,2.65,87,464415,7,1,4,High
MSME_1331,12,Healthcare,2,7376508,7.268630467,49,Good,Yes,62,NA,46055325,8293130,2.36,96,328859,18,3,1,High
MSME_1332,8,Fintech,7,2487427,17.45491492,46,Good,Yes,80,NA,39268245,1294343,1.16,89,410752,11,2,5,High
MSME_1333,6,AI Startups,8,1455900,24.58329311,25,Good,Yes,99,NA,11842804,15431679,0.32,97,798805,12,0,5,High
MSME_1334,14,Manufacturing,4,7128296,18.66363192,40,Poor,Yes,92,NA,5762365,26085023,0.51,58,711385,14,1,4,High
MSME_1335,21,Fintech,7,2295521,12.96760826,21,Average,No,52,NA,40589184,20069996,2.4,50,226156,1,0,5,High
MSME_1336,27,Manufacturing,4,9794045,7.188668459,27,Poor,No,57,NA,8868290,6190493,2.13,55,586449,2,1,3,High
MSME_1337,12,IT Services,5,4368218,20.85345507,40,Good,Yes,82,NA,22719824,17455530,2.23,62,397799,3,1,1,High
MSME_1338,26,Manufacturing,4,7663661,20.88399601,35,Average,Yes,93,NA,39461555,2253733,2.94,50,123757,4,4,1,High
MSME_1339,29,AI Startups,8,3494288,10.41432309,48,Poor,Yes,78,NA,40588658,13829480,2.96,83,19107,14,2,5,High
MSME_1340,30,Healthcare,2,8915403,17.65838786,22,Good,Yes,63,NA,5016151,11472489,2.2,59,971958,6,5,5,High
MSME_1341,25,IT Services,5,8810919,17.5271631,15,Good,Yes,98,NA,34690227,18835905,2.48,77,678156,12,5,4,Medium
MSME_1342,17,Healthcare,2,3005617,7.178002628,46,Poor,No,58,NA,20222089,17433956,1.87,76,701306,9,3,1,High
MSME_1343,30,Manufacturing,4,5121565,20.45355665,21,Good,Yes,85,NA,14163655,22137719,0.18,54,747141,14,0,5,High
MSME_1344,6,IT Services,5,1831854,21.98409298,15,Average,Yes,74,NA,44412220,26626599,0.44,97,363336,19,3,2,High
MSME_1345,25,Healthcare,2,552692,20.41247371,37,Poor,Yes,98,NA,14510359,24255895,2.19,83,652573,18,0,2,High
MSME_1346,13,Manufacturing,4,5468537,23.37899186,27,Good,Yes,53,NA,37186236,18420392,0.77,80,144800,10,3,5,High
MSME_1347,27,Retail,3,2803993,7.464425492,5,Poor,No,74,NA,27438681,1730551,2.37,65,461516,4,1,1,High
MSME_1348,18,AI Startups,8,4200598,25.2274559,16,Average,Yes,55,NA,47707113,10035141,2.25,56,595043,9,5,4,High
MSME_1349,24,Retail,3,6310451,10.10073187,17,Average,No,88,NA,29399634,3850236,0.17,68,382348,11,4,1,Medium
MSME_1350,15,Healthcare,2,2206473,5.04645367,45,Good,No,77,NA,1113098,6302953,2.55,81,565470,5,4,2,High
MSME_1351,23,AI Startups,8,3403024,10.90628623,26,Poor,No,94,NA,20288609,27487893,1.74,90,480187,17,0,1,High
MSME_1352,27,Healthcare,2,9154945,11.76391098,8,Average,Yes,96,NA,42033769,9094500,1.54,65,693277,12,2,1,Medium
MSME_1353,12,AI Startups,8,4386400,9.178019769,20,Average,Yes,56,NA,17344343,20733444,1.89,96,929980,15,5,5,High
MSME_1354,19,Healthcare,2,4405673,17.14913659,17,Good,No,67,NA,7449679,12625326,1.68,62,662156,6,2,3,High
MSME_1355,16,IT Services,5,7421524,15.90513123,38,Poor,No,65,NA,26760848,7661965,2.35,51,771519,10,0,3,High
MSME_1356,26,Retail,3,5380663,27.36647007,20,Average,No,66,NA,16249717,1644051,2.93,57,80440,8,1,2,High
MSME_1357,8,Manufacturing,4,2087234,26.68973883,33,Poor,Yes,77,NA,49372126,11488724,2.25,75,438404,5,2,4,High
MSME_1358,18,Retail,3,8847559,14.10892608,46,Poor,Yes,100,NA,29135832,4486033,2.87,79,634564,15,0,3,High
MSME_1359,22,Manufacturing,4,4312790,27.86299685,40,Average,No,86,NA,23219835,6945370,1.91,71,817762,9,1,1,Medium
MSME_1360,28,Fintech,7,2755908,22.94543784,10,Good,Yes,82,NA,33844209,16455260,1.67,98,767396,2,3,2,High
MSME_1361,16,Retail,3,8546655,28.64666579,14,Good,No,81,NA,9076640,10680205,2.67,50,683689,20,1,4,High
MSME_1362,18,Manufacturing,4,8419786,23.59536521,40,Average,Yes,63,NA,45876908,18689817,2.56,87,364654,1,5,4,High
MSME_1363,11,Fintech,7,4852864,15.86796808,30,Poor,No,97,NA,36311504,22224913,1.3,71,229383,11,5,3,High
MSME_1364,17,Retail,3,6719208,5.296643544,50,Poor,No,51,NA,29492754,20078212,1.84,87,908077,7,0,4,High
MSME_1365,11,Manufacturing,4,6075277,14.83409828,36,Average,No,58,NA,32442455,7388242,1.75,51,294959,12,5,2,High
MSME_1366,10,IT Services,5,2984545,18.65781372,50,Poor,No,58,NA,42756333,5204056,1.54,70,31852,10,4,3,High
MSME_1367,14,AI Startups,8,2133109,5.338462637,8,Poor,Yes,54,NA,29273955,8220587,2.29,51,231330,9,2,5,High
MSME_1368,23,AI Startups,8,2639356,21.04238515,36,Good,No,64,NA,24640682,24253566,2.95,83,995293,16,3,4,High
MSME_1369,21,IT Services,5,5102061,5.641385713,6,Poor,Yes,73,NA,39815157,6037221,1.36,70,526029,7,3,2,High
MSME_1370,9,AI Startups,8,3684904,5.668738442,8,Poor,No,100,NA,48329680,21128275,0.77,58,915569,12,0,2,High
MSME_1371,27,Healthcare,2,9883717,13.94690353,28,Average,No,67,NA,14488018,3867193,2.51,95,825028,16,0,2,High
MSME_1372,30,Retail,3,3186407,12.27470086,36,Poor,Yes,85,NA,49029372,13845908,2.9,63,716599,11,2,1,High
MSME_1373,30,IT Services,5,3888099,12.38492503,48,Average,No,59,NA,38100341,28615769,2.03,70,211094,15,2,2,High
MSME_1374,20,Healthcare,2,4084057,24.14491978,43,Good,No,92,NA,23448550,19927326,1.66,88,415728,6,1,1,High
MSME_1375,13,IT Services,5,9288777,10.06108773,32,Good,Yes,61,NA,32541464,14753988,0.96,66,202518,11,1,5,High
MSME_1376,26,AI Startups,8,9792373,9.97647606,24,Average,Yes,63,NA,46846068,29979053,0.39,52,440968,4,4,4,High
MSME_1377,23,Healthcare,2,3050921,14.10707523,8,Good,No,60,NA,10386378,6736149,2.86,76,153916,18,2,3,High
MSME_1378,27,Manufacturing,4,6970926,18.32827181,44,Average,No,83,NA,19080134,21191549,0.59,58,691319,17,2,1,High
MSME_1379,9,Healthcare,2,8714762,26.74170253,37,Average,Yes,84,NA,49969668,18200227,0.93,99,155317,10,1,5,Medium
MSME_1380,22,IT Services,5,8639868,6.187059499,18,Poor,Yes,73,NA,14066821,27395500,1.11,53,362379,12,0,1,High
MSME_1381,6,Retail,3,7558460,21.67327522,7,Good,No,51,NA,9581479,13165146,2.48,76,729263,9,5,5,High
MSME_1382,8,IT Services,5,9735827,21.65368805,35,Good,No,61,NA,20535005,21291629,0.44,77,23096,7,2,2,High
MSME_1383,25,Fintech,7,7117886,17.96940699,33,Good,Yes,88,NA,38488191,12623979,2.88,97,239816,2,0,3,High
MSME_1384,16,AI Startups,8,6286452,19.79121369,21,Good,No,64,NA,13751280,3991912,2.87,87,524716,13,5,5,High
MSME_1385,24,Fintech,7,3161897,8.346092479,39,Average,Yes,88,NA,24431089,29077431,1.62,79,880545,10,2,5,Medium
MSME_1386,21,Fintech,7,1396062,14.65469429,47,Poor,Yes,78,NA,37145867,25165016,1.8,80,474695,12,3,5,High
MSME_1387,13,Healthcare,2,9661047,7.022717548,28,Poor,Yes,74,NA,46200187,25541532,1.16,97,493066,4,0,3,High
MSME_1388,15,Manufacturing,4,4609931,29.27468525,41,Good,No,77,NA,32563442,3458093,2.59,69,190661,17,2,4,High
MSME_1389,16,Fintech,7,5224061,12.26123223,6,Good,Yes,96,NA,25440340,18018265,1.52,72,175385,4,5,5,Medium
MSME_1390,6,AI Startups,8,3735268,29.41886676,17,Average,Yes,93,NA,4372490,24597774,2.7,51,104593,16,2,1,High
MSME_1391,17,Fintech,7,6582789,14.92580471,10,Good,No,69,NA,22140576,18880839,0.17,99,492534,7,4,5,High
MSME_1392,13,Healthcare,2,3955638,19.47270881,6,Good,No,67,NA,26334889,25937160,0.8,73,755143,5,0,2,High
MSME_1393,10,Retail,3,1837483,7.616993706,11,Average,No,97,NA,12281173,16649129,1.1,73,53427,9,2,1,High
MSME_1394,20,Retail,3,8574576,24.07641883,33,Poor,Yes,99,NA,7944032,1475983,2.1,89,792361,15,4,5,High
MSME_1395,7,Retail,3,5480440,23.62039481,6,Poor,No,97,NA,36113864,19963198,2.68,55,809476,9,4,3,High
MSME_1396,17,Retail,3,2269730,26.41557625,47,Poor,Yes,88,NA,35015760,25196145,2.95,98,997140,3,5,3,High
MSME_1397,20,Healthcare,2,1237079,22.86079467,24,Good,Yes,92,NA,48720740,2082154,1.08,55,302609,6,5,4,High
MSME_1398,20,Manufacturing,4,3072205,21.74539474,33,Poor,No,72,NA,49759649,13154636,0.76,54,380268,19,2,1,High
MSME_1399,20,Healthcare,2,6124128,16.92097968,8,Poor,Yes,96,NA,27233638,8677299,2.17,61,608054,18,4,5,Medium
MSME_1400,6,Fintech,7,5164643,27.53690298,49,Average,No,91,NA,32900562,24216321,2.69,58,931294,2,3,2,High
MSME_1401,20,IT Services,5,3750110,21.742832,26,Good,Yes,51,NA,41687158,8585968,2.64,99,902656,20,4,2,High
MSME_1402,13,AI Startups,8,7304288,24.03284176,20,Good,Yes,81,NA,25115935,18827297,2.69,71,158814,12,0,4,High
MSME_1403,19,AI Startups,8,7236854,28.49409389,24,Good,No,56,NA,46157247,2417493,1.38,62,70895,20,1,5,High
MSME_1404,8,IT Services,5,7339780,24.19371725,31,Poor,Yes,50,NA,30909808,25659944,0.59,57,566273,13,1,4,High
MSME_1405,17,Manufacturing,4,3874177,27.68994278,44,Average,Yes,74,NA,37333109,15207705,1.84,95,940816,14,3,2,High
MSME_1406,24,Retail,3,4477615,23.46289211,50,Average,No,80,NA,2472763,10613480,0.16,98,404266,9,5,1,Medium
MSME_1407,19,Healthcare,2,2806213,25.90703679,15,Poor,Yes,83,NA,45240428,3460887,2.72,53,779183,10,3,2,High
MSME_1408,7,Healthcare,2,6192383,28.50051408,21,Poor,No,69,NA,10110779,29986713,1.05,84,350854,16,2,4,High
MSME_1409,20,Healthcare,2,5090828,9.086521196,17,Average,Yes,50,NA,31771254,10141792,0.13,52,146673,4,0,5,High
MSME_1410,12,Retail,3,5133161,24.97653836,24,Average,Yes,73,NA,12281242,29879230,0.73,95,183649,11,3,2,High
MSME_1411,25,Retail,3,8701695,27.00703492,32,Poor,No,87,NA,28099843,15747908,0.89,94,554842,8,4,4,High
MSME_1412,17,Fintech,7,3381112,28.55340366,5,Good,No,89,NA,5268136,21131226,1.5,67,899276,9,3,4,Medium
MSME_1413,18,Retail,3,1148398,25.33422037,17,Good,Yes,86,NA,15188368,10068316,1.67,71,750982,20,0,4,High
MSME_1414,15,Fintech,7,2362657,14.93671765,15,Good,Yes,73,NA,32911232,22036358,1.51,71,181337,1,2,4,High
MSME_1415,13,Fintech,7,6096742,29.88478003,24,Good,No,75,NA,2639544,25696190,1.15,96,979397,6,2,3,High
MSME_1416,26,Fintech,7,6402456,14.74368912,21,Poor,Yes,62,NA,5708217,14364845,2.94,73,491160,16,3,3,High
MSME_1417,10,AI Startups,8,4474958,26.22967819,40,Good,No,81,NA,10057660,646922,0.24,57,609716,2,2,2,High
MSME_1418,8,Retail,3,8578618,23.7773902,16,Poor,Yes,61,NA,39137128,24232415,2.89,94,228120,17,0,2,High
MSME_1419,27,Healthcare,2,5867988,9.341125956,18,Average,Yes,56,NA,38436036,5078245,0.77,51,897360,15,0,1,High
MSME_1420,22,IT Services,5,6185628,28.32972044,32,Poor,Yes,61,NA,28385447,4133880,1.98,76,414445,7,4,1,High
MSME_1421,30,IT Services,5,3343958,10.73605545,24,Average,No,51,NA,41148559,741949,0.85,83,781553,17,4,2,High
MSME_1422,27,AI Startups,8,2260811,28.02547221,48,Good,Yes,55,NA,11367687,1607095,2.42,93,912857,11,3,2,High
MSME_1423,13,IT Services,5,4718508,7.166336781,9,Average,No,85,NA,1952159,1670002,1.71,61,275485,8,4,1,Medium
MSME_1424,6,Manufacturing,4,4514597,5.041032169,37,Average,No,72,NA,16855255,8362804,0.56,61,678480,14,3,2,High
MSME_1425,27,Healthcare,2,3698644,13.47028423,12,Poor,Yes,57,NA,40416581,12648888,2.89,75,491757,14,5,3,High
MSME_1426,11,Retail,3,1108152,24.55042136,5,Average,Yes,69,NA,6210744,17749660,2,66,11392,4,0,2,High
MSME_1427,26,Healthcare,2,5245797,27.26770838,12,Poor,No,93,NA,16486918,9615994,2,70,444550,8,5,2,Medium
MSME_1428,11,Fintech,7,5857679,27.08784521,36,Average,No,50,NA,19028896,25490525,0.66,96,661002,6,4,2,High
MSME_1429,26,AI Startups,8,3306317,11.69669271,7,Average,No,68,NA,23476041,25825665,2.2,66,215282,3,2,2,High
MSME_1430,7,Fintech,7,7506935,29.61304797,8,Good,Yes,59,NA,6075451,18167508,2.57,67,363094,18,2,2,High
MSME_1431,8,IT Services,5,6909344,19.94422019,50,Good,Yes,86,NA,39676333,15806425,2.61,90,468085,6,3,5,High
MSME_1432,13,Healthcare,2,1412441,27.37345525,6,Good,Yes,77,NA,17401850,29594929,2.54,62,461613,15,5,1,High
MSME_1433,28,Fintech,7,5751727,16.39199227,41,Poor,Yes,66,NA,30770727,6447215,2.41,89,209455,3,0,4,High
MSME_1434,25,Healthcare,2,7524766,14.86706686,46,Average,Yes,87,NA,47562353,10774073,2.76,76,832506,13,1,1,Medium
MSME_1435,21,Healthcare,2,6552160,23.1059087,13,Average,No,75,NA,42022192,23974793,0.37,59,535495,2,4,2,High
MSME_1436,5,Manufacturing,4,4724894,19.3112174,31,Average,Yes,98,NA,27776090,15853427,2.64,78,506215,3,2,2,Medium
MSME_1437,22,AI Startups,8,1668872,7.767073178,45,Good,No,72,NA,9545311,23483509,1.33,53,142842,3,4,2,High
MSME_1438,5,IT Services,5,6021690,23.13013725,29,Average,Yes,72,NA,9696398,16786390,1.46,65,208873,6,2,2,High
MSME_1439,28,IT Services,5,2720131,29.0182146,45,Poor,Yes,76,NA,15655180,16010906,2.2,100,434309,5,1,3,High
MSME_1440,20,Retail,3,2768003,5.730319104,24,Good,No,50,NA,5781275,20273441,0.53,93,950984,16,2,4,High
MSME_1441,5,AI Startups,8,6530915,7.025548927,35,Good,No,78,NA,1022048,22026474,2.04,81,91691,19,3,1,High
MSME_1442,9,Healthcare,2,6973662,28.6925733,29,Poor,Yes,65,NA,19188876,13734140,1.69,64,568571,15,2,5,High
MSME_1443,12,Manufacturing,4,6760408,12.95012243,8,Poor,Yes,88,NA,33745331,4166944,0.3,94,682732,13,1,3,Medium
MSME_1444,21,Healthcare,2,6797805,14.84323995,18,Average,Yes,84,NA,28249198,4705688,2.23,79,942754,4,1,5,Medium
MSME_1445,24,Retail,3,913464,9.725942917,50,Average,Yes,73,NA,6247095,5578677,1.41,65,889554,18,1,2,High
MSME_1446,22,Retail,3,6343618,22.91177492,22,Poor,No,86,NA,35099191,24100155,0.17,85,415434,3,1,3,High
MSME_1447,23,AI Startups,8,8894745,7.652368982,9,Average,No,91,NA,6127608,5721625,0.96,58,399569,14,5,2,High
MSME_1448,9,Retail,3,7270585,29.00510874,27,Poor,No,59,NA,22769007,7776945,1.02,81,581435,13,0,2,High
MSME_1449,5,IT Services,5,5875370,27.31534442,47,Poor,No,58,NA,31831793,12304164,0.2,54,233554,5,1,5,High
MSME_1450,16,Healthcare,2,6008698,7.382818333,38,Average,No,55,NA,9584087,763204,2.46,87,270598,7,2,5,High
MSME_1451,26,IT Services,5,2072394,18.87449939,40,Poor,No,86,NA,42123911,28597506,1.8,100,533222,17,4,5,High
MSME_1452,19,IT Services,5,5298387,18.71370036,40,Average,No,52,NA,45531424,20395396,2.7,53,501485,9,5,5,High
MSME_1453,19,Retail,3,8097020,24.81142584,11,Poor,Yes,66,NA,23545285,739733,2.33,84,324176,11,3,3,High
MSME_1454,20,Retail,3,9975993,13.88655945,5,Poor,Yes,79,NA,37454119,3400045,1.57,92,874010,10,0,1,Medium
MSME_1455,28,IT Services,5,6822405,23.70887481,17,Poor,No,52,NA,20915075,21309321,2.74,86,483670,6,0,2,High
MSME_1456,7,Manufacturing,4,8687967,25.20761137,44,Poor,No,88,NA,27566050,26851524,0.94,85,25085,5,2,1,High
MSME_1457,14,IT Services,5,2741880,5.181910364,8,Good,No,53,NA,47929976,22858056,1.31,61,899295,4,4,4,High
MSME_1458,8,IT Services,5,3779332,8.552747531,6,Good,No,63,NA,13888577,6137861,0.35,53,403269,12,5,3,High
MSME_1459,29,IT Services,5,9556510,20.56452455,22,Average,Yes,82,NA,31321961,12966955,2.95,66,77413,4,1,2,Medium
MSME_1460,27,IT Services,5,1387175,24.77208939,26,Poor,No,72,NA,31935873,20104237,1.7,99,18695,18,3,4,High
MSME_1461,21,AI Startups,8,4001337,11.39303444,13,Poor,No,81,NA,16522307,14021360,2.53,81,466222,11,5,1,Medium
MSME_1462,7,Retail,3,6576763,18.21394267,21,Good,Yes,91,NA,38607472,804595,2.38,82,617252,5,1,3,High
MSME_1463,10,AI Startups,8,3243730,12.10701312,7,Poor,Yes,90,NA,45121396,24504930,2.93,79,687801,10,1,3,Medium
MSME_1464,12,Fintech,7,1823096,15.5336541,23,Average,No,100,NA,41924650,7645484,0.97,69,438906,2,0,2,High
MSME_1465,19,Healthcare,2,9708912,23.07549203,5,Poor,No,89,NA,33279615,4026764,0.41,79,141581,2,2,5,Medium
MSME_1466,12,Healthcare,2,2903161,20.18179299,30,Poor,Yes,89,NA,42708269,7171177,0.44,91,727522,20,0,1,High
MSME_1467,25,AI Startups,8,6208737,26.49798832,14,Good,No,83,NA,21915696,17341677,2.55,75,361082,4,0,2,Medium
MSME_1468,20,Retail,3,6360692,22.68248548,14,Good,Yes,90,NA,44047458,2900338,0.96,62,602982,8,5,3,Medium
MSME_1469,18,Manufacturing,4,4498753,11.62540007,11,Good,No,58,NA,6889619,22760647,2.65,98,70108,9,3,4,High
MSME_1470,13,Fintech,7,8708859,16.53157579,45,Good,No,68,NA,27266860,5653586,2.94,62,675450,20,0,4,High
MSME_1471,24,Retail,3,8841576,25.23072573,15,Average,No,99,NA,1236242,12467934,1.78,51,743691,10,4,4,High
MSME_1472,19,Fintech,7,1449666,13.59511597,8,Good,Yes,63,NA,3296670,12985434,1.17,60,827926,5,1,2,High
MSME_1473,26,AI Startups,8,5463980,13.17842467,41,Good,Yes,74,NA,6297526,18995490,0.92,72,337897,17,3,4,High
MSME_1474,28,Manufacturing,4,9814222,28.1793921,38,Poor,Yes,50,NA,45517206,7662400,1.1,90,173486,12,5,1,High
MSME_1475,12,Manufacturing,4,846889,28.6066639,32,Poor,Yes,58,NA,6814939,12574223,0.21,67,963411,4,5,5,High
MSME_1476,26,Manufacturing,4,9271397,6.190444589,12,Average,Yes,73,NA,3777389,27578610,1.83,88,700686,14,1,3,High
MSME_1477,28,Fintech,7,7377132,28.54736157,49,Good,Yes,100,NA,1742048,16615114,0.35,56,603177,4,5,3,High
MSME_1478,6,Healthcare,2,2205428,24.49424678,29,Good,No,80,NA,16058031,2474294,0.56,82,385020,8,0,2,High
MSME_1479,19,Manufacturing,4,7969551,12.51876749,19,Poor,No,75,NA,35392842,25173613,2.18,59,100607,3,2,2,High
MSME_1480,19,Manufacturing,4,9219895,18.15242673,15,Poor,Yes,65,NA,46058977,12343150,2.95,71,570083,7,0,1,High
MSME_1481,7,Retail,3,4209459,12.0187357,19,Poor,No,60,NA,4836115,12689226,2.55,97,402167,20,2,4,High
MSME_1482,15,Healthcare,2,5659753,5.872732213,44,Poor,Yes,77,NA,35162615,9226938,0.52,74,43136,14,2,1,High
MSME_1483,22,IT Services,5,1497074,5.320617213,10,Average,No,69,NA,32657303,6639326,1.7,84,752302,6,1,2,High
MSME_1484,21,Manufacturing,4,2883102,27.74751983,43,Poor,No,75,NA,1751803,18274105,1.19,67,123908,12,4,2,High
MSME_1485,5,Fintech,7,9008588,18.10550252,44,Poor,Yes,97,NA,32005801,27962518,1.84,55,760391,17,3,5,High
MSME_1486,14,IT Services,5,8801352,28.38922478,25,Poor,Yes,93,NA,23382015,29587841,0.19,62,951168,19,0,2,High
MSME_1487,22,AI Startups,8,4240406,27.19629393,44,Poor,Yes,90,NA,20349477,1607503,2.8,56,12475,10,1,5,High
MSME_1488,19,AI Startups,8,6200391,20.19074808,19,Poor,Yes,71,NA,18930467,14485031,2.4,95,413727,4,4,5,High
MSME_1489,7,Fintech,7,9625097,9.786829562,39,Poor,No,77,NA,40762128,5787905,0.19,84,934887,19,2,4,High
MSME_1490,14,Retail,3,2163995,25.63143869,50,Poor,Yes,90,NA,15832668,27973016,0.91,97,624536,14,2,2,High
MSME_1491,5,AI Startups,8,8731453,27.88497467,26,Good,Yes,51,NA,36046289,27452770,0.67,87,948269,10,0,1,High
MSME_1492,17,AI Startups,8,8788624,14.55879038,39,Good,Yes,51,NA,37445377,14113643,1.08,57,630304,17,0,5,High
MSME_1493,18,Manufacturing,4,6253067,20.69376229,22,Average,Yes,88,NA,40206244,3561892,2.67,77,889938,6,4,1,Medium
MSME_1494,11,Manufacturing,4,8860641,24.79765083,46,Average,Yes,98,NA,6679378,6342831,1.94,100,243644,3,2,5,Medium
MSME_1495,15,Healthcare,2,3667279,19.35808613,13,Poor,Yes,80,NA,20845335,13204354,0.84,93,697894,19,1,3,Medium
MSME_1496,23,Manufacturing,4,9113838,28.40423723,27,Good,No,95,NA,23954942,2170776,1.31,61,791960,6,1,4,High
MSME_1497,10,Retail,3,7163118,16.32449974,48,Poor,No,52,NA,37296545,13716260,0.42,96,652182,2,0,3,High
MSME_1498,10,Fintech,7,5607822,29.67884687,29,Average,No,73,NA,3345294,10570823,0.22,78,835229,7,3,4,High
MSME_1499,19,IT Services,5,9178576,9.817656561,16,Poor,Yes,77,NA,18589396,29673264,2.41,59,77787,11,2,3,High
MSME_1500,18,Fintech,7,8494464,21.44843301,16,Poor,No,91,NA,5297092,13291146,0.2,87,617302,11,2,3,Medium
MSME_1501,27,Retail,3,2616816,12.44605812,48,Poor,No,82,NA,42275396,6970972,1.74,93,996906,18,2,2,High
MSME_1502,22,Manufacturing,4,5812147,11.84679061,31,Good,No,68,NA,25099989,6954790,1.71,68,210589,1,5,3,High
MSME_1503,19,IT Services,5,7589303,28.68363854,5,Good,Yes,58,NA,32857737,12048570,0.39,75,421697,17,1,3,High
MSME_1504,8,AI Startups,8,7895970,5.170291899,30,Average,Yes,71,NA,27287928,22355857,2.36,84,376603,6,4,1,High
MSME_1505,28,Healthcare,2,6827472,8.01023817,31,Good,No,78,NA,27737568,11173011,0.49,96,794058,2,3,4,High
MSME_1506,12,AI Startups,8,7905759,9.706287585,44,Average,Yes,99,NA,35569420,27522952,2.32,65,791598,16,0,1,Medium
MSME_1507,25,AI Startups,8,1349917,21.04470284,22,Good,No,54,NA,5328168,4611627,2.02,93,810511,8,2,3,High
MSME_1508,17,Healthcare,2,6247475,28.65722358,22,Good,Yes,88,NA,37189994,15366955,0.44,79,284621,12,2,2,High
MSME_1509,11,Fintech,7,4008770,26.91468104,37,Poor,No,56,NA,8240168,9751210,0.74,93,407894,17,1,1,High
MSME_1510,27,IT Services,5,8502735,19.79256912,11,Average,Yes,80,NA,12008272,15005622,0.79,58,513580,10,1,4,High
MSME_1511,13,Manufacturing,4,4184799,14.53847916,37,Average,Yes,53,NA,25671102,29835776,0.98,57,330217,15,3,4,High
MSME_1512,24,Manufacturing,4,5487679,27.01310026,29,Good,Yes,88,NA,39668168,19652526,2.73,96,869264,20,0,2,High
MSME_1513,9,AI Startups,8,1629148,26.16184001,10,Poor,Yes,67,NA,9253147,5958685,1.89,63,777556,11,3,2,High
MSME_1514,27,Fintech,7,9695038,28.12455639,33,Poor,Yes,95,NA,35387972,6934195,1.71,52,431847,15,0,5,High
MSME_1515,19,Healthcare,2,8049932,16.15778946,33,Good,No,75,NA,44208796,880080,2.49,75,999675,6,0,1,High
MSME_1516,25,Manufacturing,4,4846946,15.17513287,46,Poor,No,79,NA,39551960,12128379,0.79,86,487153,9,1,3,High
MSME_1517,14,Fintech,7,5427255,7.489682822,32,Poor,No,52,NA,38377895,8089369,2.6,60,297000,17,1,5,High
MSME_1518,27,Manufacturing,4,7742411,9.465792834,33,Average,Yes,87,NA,24182879,10008521,2.61,84,26813,13,2,4,Medium
MSME_1519,15,IT Services,5,5220349,28.55683822,29,Good,Yes,75,NA,20033093,16401308,1.67,78,62430,8,0,2,High
MSME_1520,28,AI Startups,8,2785484,14.24362821,22,Poor,No,63,NA,45460105,7184979,2.33,57,650145,11,4,3,High
MSME_1521,28,Healthcare,2,1682731,14.61378302,8,Good,Yes,66,NA,9145594,8222227,1.34,56,831018,12,2,3,High
MSME_1522,30,Manufacturing,4,1533461,13.95184472,46,Good,Yes,97,NA,29744592,16374584,2.05,95,458761,8,0,3,High
MSME_1523,15,Retail,3,2538957,10.00517231,50,Good,No,80,NA,30719026,23841367,1,97,858358,7,5,4,High
MSME_1524,24,Retail,3,1726216,25.21542048,22,Good,No,82,NA,38548681,28965352,2.04,71,118819,4,4,3,High
MSME_1525,13,Fintech,7,5847518,25.86688848,32,Good,Yes,59,NA,15120229,11489099,2.1,79,415377,1,4,5,High
MSME_1526,15,AI Startups,8,4255425,27.30128857,41,Average,No,56,NA,8687462,3794934,2.15,71,839413,13,1,1,High
MSME_1527,6,Manufacturing,4,9678712,19.0037439,37,Average,Yes,90,NA,5471789,26160634,0.19,60,95153,18,1,1,High
MSME_1528,16,AI Startups,8,5156660,7.476094533,10,Good,No,61,NA,47926409,19425167,1.99,98,368674,19,3,5,High
MSME_1529,26,AI Startups,8,3803650,28.19097801,40,Good,Yes,69,NA,37359983,24757582,2.55,79,260387,16,4,1,High
MSME_1530,21,Fintech,7,1596690,8.339327416,48,Good,Yes,61,NA,28060045,19668104,1.34,80,808290,7,5,1,High
MSME_1531,27,IT Services,5,4774177,22.86810415,43,Average,No,59,NA,32705080,7982167,1.14,66,895548,8,0,5,High
MSME_1532,27,IT Services,5,6540960,15.76177995,22,Average,Yes,63,NA,46922452,2139410,1.92,69,222414,16,5,2,High
